article_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,url,page_url
80340956,"INTERSTATE. SYDNEY, April 9.",258,"The Northern Miner (Charters Towers, Qld. : 1874 - 1954)",7,1912-04-10,Article,555,N,0,http://nla.gov.au/nla.news-article80340956,http://trove.nla.gov.au/newspaper/page/7835872
127687509,"LATEST TELEGRAMS SYDNEY, Wednesday.",498,"The Raleigh Sun (Bellingen, NSW : 1898 - 1918)",4,1912-04-05,Article,598,N,0,http://nla.gov.au/nla.news-article127687509,http://trove.nla.gov.au/newspaper/page/13810022
210333082,"WEAGGE AND THE WEATHER. ADVICE AND FORECAST. LOOK OUT FOR ULYSSES. Petersburg, April 1.",1093,"The Express and Telegraph (Adelaide, SA : 1867 - 1922)",6 S,1913-04-02,Article,542,N,0,http://nla.gov.au/nla.news-article210333082,http://trove.nla.gov.au/newspaper/page/23044088
66467798,No title,173,Geraldton Guardian (WA : 1906 - 1928),2,1912-04-11,Article,596,N,5,http://nla.gov.au/nla.news-article66467798,http://trove.nla.gov.au/newspaper/page/6490319
50420546,CURRENT TOPICS.,68,"Examiner (Launceston, Tas. : 1900 - 1954)",4 S,1910-05-23,Article,3181,N,1,http://nla.gov.au/nla.news-article50420546,http://trove.nla.gov.au/newspaper/page/3023259
79172464,PROPOSED NORTHERN WEATHER BUREAU. MR. CLEMENT L. WRAGGE'S VIEWS.,258,"The Northern Miner (Charters Towers, Qld. : 1874 - 1954)",3,1914-01-13,Article,1941,N,2,http://nla.gov.au/nla.news-article79172464,http://trove.nla.gov.au/newspaper/page/7899590
60380003,Correspondence. WEATHER WARNING STATIONS. (To the Editor.),97,Townsville Daily Bulletin (Qld. : 1907 - 1954),6,1913-10-04,Article,823,N,5,http://nla.gov.au/nla.news-article60380003,http://trove.nla.gov.au/newspaper/page/4869238
5793336,USEFUL RAIN. MORE EXPECTED SHORTLY.,34,"The Advertiser (Adelaide, SA : 1889 - 1931)",11,1913-07-18,Article,782,N,0,http://nla.gov.au/nla.news-article5793336,http://trove.nla.gov.au/newspaper/page/961531
5793064,A NOVEL EXPERIENCE. WATERPROOFS AND UMBRELLAS NECESSARY A GENERAL RAIN. FURTHER DEPRESSION COMLNG UP.,34,"The Advertiser (Adelaide, SA : 1889 - 1931)",8,1913-07-17,Article,797,N,0,http://nla.gov.au/nla.news-article5793064,http://trove.nla.gov.au/newspaper/page/961512
140673352,BREVITIES.,656,"The Riverine Grazier (Hay, NSW : 1873 - 1954)",1,1911-10-13,Article,884,N,0,http://nla.gov.au/nla.news-article140673352,http://trove.nla.gov.au/newspaper/page/16229950
200936246,General News.,977,Meekatharra Miner (WA : 1909 - 1918),2,1912-04-20,Article,860,N,0,http://nla.gov.au/nla.news-article200936246,http://trove.nla.gov.au/newspaper/page/22525261
59079635,"TOWNSVILLE DAILY BULLETIN. PUBLISHED DAILY. WEDNESDAY, JANUARY 28, 1914.",97,Townsville Daily Bulletin (Qld. : 1907 - 1954),4,1914-01-28,Article,1306,N,1,http://nla.gov.au/nla.news-article59079635,http://trove.nla.gov.au/newspaper/page/4870072
79117701,"THE NORTHERN MINER. PUBLISHED DAILY THURSDAY, MAY 22, 1913. TO-DAY. Amusements.—",258,"The Northern Miner (Charters Towers, Qld. : 1874 - 1954)",4,1913-05-22,Article,1363,N,0,http://nla.gov.au/nla.news-article79117701,http://trove.nla.gov.au/newspaper/page/7838668
147184778,Cairns Chamber of Commerce. Monthly Meeting A Northern Meteorological Station. Some Interesting Correspondence. Health Matters in Innisfail District.,733,"The Northern Herald (Cairns, Qld. : 1913 - 1939)",21,1914-05-15,Article,1574,N,0,http://nla.gov.au/nla.news-article147184778,http://trove.nla.gov.au/newspaper/page/17937446
154652263,"Current News. Railway ""Death-traps.""",791,Mount Wycheproof Ensign and East Wimmera Advocate (Vic. : 1914 - 1918),2,1915-02-19,Article,1922,N,0,http://nla.gov.au/nla.news-article154652263,http://trove.nla.gov.au/newspaper/page/17867291
114812796,THE WEST AUSTRALIAN CYCLONE.,508,"Evening News (Sydney, NSW : 1869 - 1931)",9,1912-04-09,Article,76,N,1,http://nla.gov.au/nla.news-article114812796,http://trove.nla.gov.au/newspaper/page/12331523
214624554,Mr. Wragge's Forecast.,1155,Nambucca and Bellinger News (NSW : 1911 - 1945),3,1918-02-08,Article,1136,N,0,http://nla.gov.au/nla.news-article214624554,http://trove.nla.gov.au/newspaper/page/23740646
5793723,A GOOD GENERAL RAIN. AGRICULTURAL AREAS BENEFITED.,34,"The Advertiser (Adelaide, SA : 1889 - 1931)",15,1913-07-21,Article,1322,N,0,http://nla.gov.au/nla.news-article5793723,http://trove.nla.gov.au/newspaper/page/961575
167009906,Twinklings,826,"Southern Cross (Adelaide, SA : 1889 - 1954)",16,1913-03-20,Article,1266,N,0,http://nla.gov.au/nla.news-article167009906,http://trove.nla.gov.au/newspaper/page/19569691
39916507,Town and Country,61,Cairns Post (Qld. : 1909 - 1954),8,1912-04-09,Article,1166,N,0,http://nla.gov.au/nla.news-article39916507,http://trove.nla.gov.au/newspaper/page/3885668
208701192,PURELY PERSONAL.,982,"Truth (Perth, WA : 1903 - 1931)",4 S,1912-04-13,Article,1130,N,0,http://nla.gov.au/nla.news-article208701192,http://trove.nla.gov.au/newspaper/page/22756413
229851653,THE MOVING PICTURE SHOW. No Individualists Nowadays.,1180,"The Sun (Sydney, NSW : 1910 - 1954)",6 S,1914-08-04,Article,964,Y,0,http://nla.gov.au/nla.news-article229851653,http://trove.nla.gov.au/newspaper/page/24525062
221941984,"""LEONTA"" PREVIOUS RECORD CYCLONE FIFTEEN YEARS AGO",1180,"The Sun (Sydney, NSW : 1910 - 1954)",2,1918-01-27,Article,1592,N,0,http://nla.gov.au/nla.news-article221941984,http://trove.nla.gov.au/newspaper/page/24410509
208698606,THE CRITIC,982,"Truth (Perth, WA : 1903 - 1931)",1 S,1911-11-04,Article,2690,N,0,http://nla.gov.au/nla.news-article208698606,http://trove.nla.gov.au/newspaper/page/22756098
211636118,PERSONAGRAPHS.,1091,"The Sun (Kalgoorlie, WA : 1898 - 1919)",15,1912-04-14,Article,2202,N,0,http://nla.gov.au/nla.news-article211636118,http://trove.nla.gov.au/newspaper/page/23090178
131442337,"THE Murchison Advertiser PUBLISHED EVERY FRIDAY MORNING. FRIDAY, FEBRUARY 1, 1918.",583,"Murchison Advertiser and Murchison, Toolamba, Mooroopna and Dargalong Express (Vic. : 1914 - 1918)",2,1918-02-01,Article,3142,N,0,http://nla.gov.au/nla.news-article131442337,http://trove.nla.gov.au/newspaper/page/14871842
77623222,NOTES COMMENTS,266,"The Western Champion and General Advertiser for the Central-Western Districts (Barcaldine, Qld. : 1892 - 1922)",16,1914-04-25,Article,3612,N,0,http://nla.gov.au/nla.news-article77623222,http://trove.nla.gov.au/newspaper/page/7527166
158475445,The Climate and Weather of Australia. No. III.,703,Sydney Mail (NSW : 1912 - 1938),8,1913-05-07,Article,2221,Y,11,http://nla.gov.au/nla.news-article158475445,http://trove.nla.gov.au/newspaper/page/16772267
166915463,The Climate and Weather of Australia. Article No. 8.,702,The Wingham Chronicle and Manning River Observer (NSW : 1898 - 1954),9,1914-05-09,Article,2207,N,0,http://nla.gov.au/nla.news-article166915463,http://trove.nla.gov.au/newspaper/page/16333638
59083173,PROPOSED NORTHERN WEATHER BUREAU. MR. CLEMENT L. WRAGGE'S VIEWS.,97,Townsville Daily Bulletin (Qld. : 1907 - 1954),3,1914-01-13,Article,1866,N,6,http://nla.gov.au/nla.news-article59083173,http://trove.nla.gov.au/newspaper/page/4869961
162299016,THE GOSSIPY WAY.,859,"Critic (Hobart, Tas. : 1907 - 1924)",2,1912-04-06,Article,1576,N,0,http://nla.gov.au/nla.news-article162299016,http://trove.nla.gov.au/newspaper/page/20003677
158476017,The Climate and Weather of Australia. No. II.,703,Sydney Mail (NSW : 1912 - 1938),8,1913-04-23,Article,2245,Y,10,http://nla.gov.au/nla.news-article158476017,http://trove.nla.gov.au/newspaper/page/16772148
42886057,Cairns Chamber of Commerce. Monthly Meeting A Northern Meteorological Station. Some Interesting Correspondence. Health Matters in Innisfail District,61,Cairns Post (Qld. : 1909 - 1954),3,1914-05-09,Article,1553,N,4,http://nla.gov.au/nla.news-article42886057,http://trove.nla.gov.au/newspaper/page/3890634
166922723,The Climate and Weather of Australia Article No. 2.,702,The Wingham Chronicle and Manning River Observer (NSW : 1898 - 1954),2,1914-05-06,Article,2230,N,0,http://nla.gov.au/nla.news-article166922723,http://trove.nla.gov.au/newspaper/page/16333627
189900498,How the Sun brings Rain and Draught.,934,"The Eastern Recorder (Kellerberrin, WA : 1914 - 1918)",3,1918-01-11,Article,1708,N,0,http://nla.gov.au/nla.news-article189900498,http://trove.nla.gov.au/newspaper/page/21400054
216804552,"""How the Sun brings Rain and Drought.""",1087,"The Southern Districts Advocate (Katanning, WA : 1913 - 1936)",4,1918-01-02,Article,1756,N,0,http://nla.gov.au/nla.news-article216804552,http://trove.nla.gov.au/newspaper/page/23459732
59079288,Townsville Chamber of Commerce. THE MONTHLY MEETING.,97,Townsville Daily Bulletin (Qld. : 1907 - 1954),3,1914-02-19,Article,1339,N,0,http://nla.gov.au/nla.news-article59079288,http://trove.nla.gov.au/newspaper/page/4870237
40275288,"BABINDA NOTES. (For the ""Post"" and ""Herald."")",61,Cairns Post (Qld. : 1909 - 1954),7,1918-01-19,Article,1346,N,0,http://nla.gov.au/nla.news-article40275288,http://trove.nla.gov.au/newspaper/page/3870705
147514506,COUNTRY DISTRICTS BABINDA NOTES.,733,"The Northern Herald (Cairns, Qld. : 1913 - 1939)",49,1918-01-24,Article,1358,N,0,http://nla.gov.au/nla.news-article147514506,http://trove.nla.gov.au/newspaper/page/18072508
174421241,Mixed Musings from Maoriland.,881,"The Macleay Chronicle (Kempsey, NSW : 1899 - 1952)",6,1918-04-17,Article,1145,N,0,http://nla.gov.au/nla.news-article174421241,http://trove.nla.gov.au/newspaper/page/20554306
58586823,A Fine Old Pioneer,93,"Sunday Times (Perth, WA : 1902 - 1954)",23,1915-03-21,Article,1487,N,12,http://nla.gov.au/nla.news-article58586823,http://trove.nla.gov.au/newspaper/page/4348984
177531782,People we Know A Line of Soothsayers.,596,"Punch (Melbourne, Vic. : 1900 - 1918; 1925)",6,1911-08-03,Article,2066,Y,0,http://nla.gov.au/nla.news-article177531782,http://trove.nla.gov.au/newspaper/page/21103066
6421072,GENERAL NEWS. TENDERS FOR RAILWAY STOCK.,34,"The Advertiser (Adelaide, SA : 1889 - 1931)",14,1914-06-17,Article,2950,N,0,http://nla.gov.au/nla.news-article6421072,http://trove.nla.gov.au/newspaper/page/967037
26897231,EASTERN AUSTRALASIA. ITEMS BY MAIL.,30,"The West Australian (Perth, WA : 1879 - 1954)",12,1914-02-07,Article,2621,N,0,http://nla.gov.au/nla.news-article26897231,http://trove.nla.gov.au/newspaper/page/2798318
5418113,GENERAL NEWS. FINE AND COOL.,34,"The Advertiser (Adelaide, SA : 1889 - 1931)",14,1914-03-02,Article,2669,N,0,http://nla.gov.au/nla.news-article5418113,http://trove.nla.gov.au/newspaper/page/965272
76749389,"Meteorological Notes 14. 1896—A January Hurricane at Townsville—""Sigma.""",266,"The Western Champion and General Advertiser for the Central-Western Districts (Barcaldine, Qld. : 1892 - 1922)",6,1918-02-02,Article,2329,N,0,http://nla.gov.au/nla.news-article76749389,http://trove.nla.gov.au/newspaper/page/7585113
98157238,No title,374,"Western Star and Roma Advertiser (Toowoomba, Qld. : 1875 - 1948)",2,1914-01-28,Article,1889,N,0,http://nla.gov.au/nla.news-article98157238,http://trove.nla.gov.au/newspaper/page/10225340
145379443,GENERAL NEWS.,701,Wagga Wagga Express (NSW : 1879 - 1917),1,1912-01-04,Article,2263,N,0,http://nla.gov.au/nla.news-article145379443,http://trove.nla.gov.au/newspaper/page/15877754
145388113,GENERAL NEWS.,701,Wagga Wagga Express (NSW : 1879 - 1917),1,1912-04-04,Article,2722,N,0,http://nla.gov.au/nla.news-article145388113,http://trove.nla.gov.au/newspaper/page/15878016
155264401,NEW CHURCH AT BUNGOWANNAH OPENING SERVICES.,647,"The Methodist (Sydney, NSW : 1892 - 1954)",10,1919-05-03,Article,2575,Y,0,http://nla.gov.au/nla.news-article155264401,http://trove.nla.gov.au/newspaper/page/15590598
116961955,Concentrates.,448,The Cobar Herald (NSW : 1899 - 1914),2,1912-11-19,Article,2290,N,1,http://nla.gov.au/nla.news-article116961955,http://trove.nla.gov.au/newspaper/page/11535147
146180745,The Week,713,"Table Talk (Melbourne, Vic. : 1885 - 1939)",4,1912-05-30,Article,4331,N,0,http://nla.gov.au/nla.news-article146180745,http://trove.nla.gov.au/newspaper/page/17412574
5423967,GENERAL NEWS. GOOD FRIDAY.,34,"The Advertiser (Adelaide, SA : 1889 - 1931)",18,1914-04-11,Article,3030,N,0,http://nla.gov.au/nla.news-article5423967,http://trove.nla.gov.au/newspaper/page/965941
106072746,All About People: Tittle Tattle,447,"The Catholic Press (Sydney, NSW : 1895 - 1942)",22,1919-12-25,Article,3551,Y,1,http://nla.gov.au/nla.news-article106072746,http://trove.nla.gov.au/newspaper/page/11820990
59078479,Townsville Harbor Board. MONTHLY MEETING.,97,Townsville Daily Bulletin (Qld. : 1907 - 1954),3,1914-02-13,Article,3759,N,1,http://nla.gov.au/nla.news-article59078479,http://trove.nla.gov.au/newspaper/page/4870193
153587606,MEN What They Are Doing and Saying. Current Comment and the Week's Gossip from Club-land,775,"Graphic of Australia (Melbourne, Vic. : 1916 - 1918)",14,1918-02-08,Article,3169,Y,0,http://nla.gov.au/nla.news-article153587606,http://trove.nla.gov.au/newspaper/page/18098012
129447368,LOCAL NEWS.,609,Terang Express (Vic. : 1914 - 1918),2,1918-02-01,Article,3493,N,1,http://nla.gov.au/nla.news-article129447368,http://trove.nla.gov.au/newspaper/page/13426507
25503404,"THE WEEK AT A GLANCE. LOCAL AND GENERAL. THURSDAY, January 22.",42,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",9,1914-01-31,Article,4658,N,1,http://nla.gov.au/nla.news-article25503404,http://trove.nla.gov.au/newspaper/page/2500433
5314627,GENERAL NEWS. THE BUDGET.,34,"The Advertiser (Adelaide, SA : 1889 - 1931)",8,1911-09-21,Article,4217,N,0,http://nla.gov.au/nla.news-article5314627,http://trove.nla.gov.au/newspaper/page/948754
136828494,"""ULYSSES.""",356,Newcastle Morning Herald and Miners' Advocate (NSW : 1876 - 1954),4,1913-04-04,Article,262,N,0,http://nla.gov.au/nla.news-article136828494,http://trove.nla.gov.au/newspaper/page/15141433
155461557,GENERAL CONFERENCE.,647,"The Methodist (Sydney, NSW : 1892 - 1954)",7,1913-05-31,Article,273,N,0,http://nla.gov.au/nla.news-article155461557,http://trove.nla.gov.au/newspaper/page/16426431
100700424,NOTES ON CURRENT EVENTS.,436,Albury Banner and Wodonga Express (NSW : 1896 - 1938),26,1910-09-30,Article,5680,N,0,http://nla.gov.au/nla.news-article100700424,http://trove.nla.gov.au/newspaper/page/10903593
164725233,GENERAL NEWS.,823,"Observer (Adelaide, SA : 1905 - 1931)",32,1911-06-03,Article,8088,N,0,http://nla.gov.au/nla.news-article164725233,http://trove.nla.gov.au/newspaper/page/19121924
80341341,"ATHERTON NOTES. (For the ""N.Q. Register."") ATHERTON, April 8.",258,"The Northern Miner (Charters Towers, Qld. : 1874 - 1954)",6,1912-04-15,Article,710,N,0,http://nla.gov.au/nla.news-article80341341,http://trove.nla.gov.au/newspaper/page/7835905
152874429,TOPICS OF THE TIMES,742,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",7,1913-11-11,Article,1627,N,0,http://nla.gov.au/nla.news-article152874429,http://trove.nla.gov.au/newspaper/page/18467686
76749829,Meteorological Notes--15. 1897.—A Very Bad Year.,266,"The Western Champion and General Advertiser for the Central-Western Districts (Barcaldine, Qld. : 1892 - 1922)",6,1918-03-23,Article,1828,N,6,http://nla.gov.au/nla.news-article76749829,http://trove.nla.gov.au/newspaper/page/7585226
215656817,CLEMENT WRAGGE.,1070,The Bundaberg Mail and Burnett Advertiser (Qld. : 1892 - 1917),2,1911-09-08,Article,204,N,1,http://nla.gov.au/nla.news-article215656817,http://trove.nla.gov.au/newspaper/page/23561457
195072632,Mr. Wragge Lectures.,989,Coffs Harbour Advocate (NSW : 1907 - 1942; 1946 - 1954),4,1914-05-16,Article,222,N,0,http://nla.gov.au/nla.news-article195072632,http://trove.nla.gov.au/newspaper/page/21432308
42878025,TOWNSVILLE DETERMINED.,61,Cairns Post (Qld. : 1909 - 1954),4,1914-02-06,Article,134,N,0,http://nla.gov.au/nla.news-article42878025,http://trove.nla.gov.au/newspaper/page/3891405
222007999,"""WEATHER JEREMIADS."" MR. WRAGGE CRITICISED. MELBOURNE, Tuesday.",1180,"The Sun (Sydney, NSW : 1910 - 1954)",8 S,1912-02-06,Article,370,N,0,http://nla.gov.au/nla.news-article222007999,http://trove.nla.gov.au/newspaper/page/24443762
189272845,Wragge's Prophecies.,983,The Armidale Chronicle (NSW : 1894 - 1929),3,1919-10-08,Article,414,N,0,http://nla.gov.au/nla.news-article189272845,http://trove.nla.gov.au/newspaper/page/21716741
99630640,Wragge Ridiculed.,420,Cowra Free Press (NSW : 1911 - 1921),4,1912-02-24,Article,386,N,0,http://nla.gov.au/nla.news-article99630640,http://trove.nla.gov.au/newspaper/page/10522010
136135627,COMPARISONS ARE ODIOUS.,643,Dungog Chronicle : Durham and Gloucester Advertiser (NSW : 1894 - 1954),2,1912-12-06,Article,108,N,0,http://nla.gov.au/nla.news-article136135627,http://trove.nla.gov.au/newspaper/page/15595110
227947329,NO WARNING GIVEN.,806,The Bendigo Independent (Vic. : 1891 - 1918),5,1912-04-03,Article,97,N,0,http://nla.gov.au/nla.news-article227947329,http://trove.nla.gov.au/newspaper/page/24153220
25502966,"NORTHERN METEOROLOGICAL STATION. A TOWNSVILE PROPOSAL. TOWNSVILLE, January 11.",42,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",40,1914-01-17,Article,143,N,0,http://nla.gov.au/nla.news-article25502966,http://trove.nla.gov.au/newspaper/page/2500368
137880755,WRAGGE'S LATEST. WARNING TO FARMERS.,660,Wellington Times (NSW : 1899 - 1954),5,1912-05-02,Article,287,N,0,http://nla.gov.au/nla.news-article137880755,http://trove.nla.gov.au/newspaper/page/15708832
221537195,"""WADE,"" AND ""M'GOWEN."" DISTURBANCES LINKED TOGETHER. RISING TEMPERATURES PREDICTED, MR. WRAGGE'S SPECIAL FORECAST.",1180,"The Sun (Sydney, NSW : 1910 - 1954)",6 S,1911-09-05,Article,296,N,0,http://nla.gov.au/nla.news-article221537195,http://trove.nla.gov.au/newspaper/page/24450512
92934204,WINDS ON AN AWFUL SCALE.,81,"Northern Star (Lismore, NSW : 1876 - 1954)",4,1918-03-16,Article,142,N,0,http://nla.gov.au/nla.news-article92934204,http://trove.nla.gov.au/newspaper/page/8676001
185338042,WRAGGE'S PROPHECIES.,904,The Inverell Times (NSW : 1899 - 1954),7,1919-09-30,Article,417,N,0,http://nla.gov.au/nla.news-article185338042,http://trove.nla.gov.au/newspaper/page/20988005
221540084,MUSIC OF THE ISOBARS. MR. WRAGGE ON CLIMATOLOGY. ATMOSPHERIC CHANGES AND NEURALGIA.,1180,"The Sun (Sydney, NSW : 1910 - 1954)",1 S,1911-09-09,Article,779,N,6,http://nla.gov.au/nla.news-article221540084,http://trove.nla.gov.au/newspaper/page/24450551
214530802,Weather Forecasting.,1155,Nambucca and Bellinger News (NSW : 1911 - 1945),6,1915-01-22,Article,197,N,0,http://nla.gov.au/nla.news-article214530802,http://trove.nla.gov.au/newspaper/page/23742147
234142098,WRAGGE'S PROPHECIES.,1221,The Kyogle Examiner (NSW : 1912; 1914 - 1915; 1917 - 1954),4,1919-10-18,Article,440,N,0,http://nla.gov.au/nla.news-article234142098,http://trove.nla.gov.au/newspaper/page/25354972
59722438,MR WRAGGE'S PREDICTIONS.,135,"Traralgon Record (Traralgon, Vic. : 1886 - 1932)",3 S,1910-09-06,Article,321,N,0,http://nla.gov.au/nla.news-article59722438,http://trove.nla.gov.au/newspaper/page/6119201
71424092,WHEN WRAGGE WAS THERE.,191,"Worker (Brisbane, Qld. : 1890 - 1955)",22,1919-02-06,Article,340,N,0,http://nla.gov.au/nla.news-article71424092,http://trove.nla.gov.au/newspaper/page/6675280
113851796,WRAGGE'S LATEST. WARNING TO FARMERS.,421,The Forbes Advocate (NSW : 1911 - 1954),4,1912-04-30,Article,264,N,0,http://nla.gov.au/nla.news-article113851796,http://trove.nla.gov.au/newspaper/page/11203869
131363467,Looking Ahead MR. WRAGGE'S FORECAST.,489,The Hillston Spectator and Lachlan River Advertiser (NSW : 1898 - 1952),10,1914-10-30,Article,327,N,0,http://nla.gov.au/nla.news-article131363467,http://trove.nla.gov.au/newspaper/page/15043134
187130728,"“WADE,” AND “M’GOWEN” RISING TEMPERATURES DICTED. MR. WRAGGE’S SPECIAL FORECAST.",866,"Tasmanian News (Hobart, Tas. : 1883 - 1911)",3 S,1911-09-11,Article,275,N,0,http://nla.gov.au/nla.news-article187130728,http://trove.nla.gov.au/newspaper/page/20187620
213238496,Wragge's Latest.,1153,Lachlander and Condobolin and Western Districts Recorder (NSW : 1899 - 1952),4,1912-05-08,Article,284,N,0,http://nla.gov.au/nla.news-article213238496,http://trove.nla.gov.au/newspaper/page/23594748
40044008,WRAGGE'S PREDICTION.,61,Cairns Post (Qld. : 1909 - 1954),5,1911-11-27,Article,304,N,0,http://nla.gov.au/nla.news-article40044008,http://trove.nla.gov.au/newspaper/page/4100002
57721925,Mr. Wragge's Predictions.,93,"Sunday Times (Perth, WA : 1902 - 1954)",22,1911-11-05,Article,266,N,0,http://nla.gov.au/nla.news-article57721925,http://trove.nla.gov.au/newspaper/page/4350742
177813797,LESSONS FROM CALAMITIES.,840,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",6 S,1913-02-01,Article,265,N,0,http://nla.gov.au/nla.news-article177813797,http://trove.nla.gov.au/newspaper/page/19298983
177814120,LESSONS FROM CALAMITIES.,840,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",6,1913-02-01,Article,262,N,0,http://nla.gov.au/nla.news-article177814120,http://trove.nla.gov.au/newspaper/page/19298963
88828255,MR. WRAGGE OPTIMISTIC.,291,"Chronicle (Adelaide, SA : 1895 - 1954)",41,1913-07-12,Article,211,N,0,http://nla.gov.au/nla.news-article88828255,http://trove.nla.gov.au/newspaper/page/8529780
147182826,TOWNSVILLE DETERMINED.,733,"The Northern Herald (Cairns, Qld. : 1913 - 1939)",46,1914-02-13,Article,129,N,0,http://nla.gov.au/nla.news-article147182826,http://trove.nla.gov.au/newspaper/page/17936741
164290201,NOTES OF THE WEEK THE WEATHER.,698,The Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912),6,1910-01-26,Article,169,N,0,http://nla.gov.au/nla.news-article164290201,http://trove.nla.gov.au/newspaper/page/16758132
180503416,"""SOME"" WEATHER FORECASTED.",903,Glen Innes Examiner (NSW : 1908 - 1954),3,1918-03-28,Article,139,N,0,http://nla.gov.au/nla.news-article180503416,http://trove.nla.gov.au/newspaper/page/20780454
